date,closing,adjusted,evolution,quantity,volume
21/09/2020,56650,56650,000,0,0
18/09/2020,56650,56650,000,0,0
17/09/2020,56650,56650,000,0,0
16/09/2020,56650,56650,000,0,0
15/09/2020,56650,56650,-400,31,175615
14/09/2020,59010,59010,000,0,0
11/09/2020,59010,59010,-326,1231,7262767
10/09/2020,61000,61000,000,0,0
09/09/2020,61000,61000,000,0,0
08/09/2020,61000,61000,000,0,0
07/09/2020,61000,61000,000,0,0
04/09/2020,61000,61000,033,500,305000
03/09/2020,60800,60800,000,0,0
02/09/2020,60800,60800,000,0,0
01/09/2020,60800,60800,000,0,0
31/08/2020,60800,60800,-016,184,110091
28/08/2020,60900,60900,000,0,0
27/08/2020,60900,60900,000,0,0
26/08/2020,60900,60900,-016,1,609
25/08/2020,61000,61000,000,0,0
24/08/2020,61000,61000,000,0,0
19/08/2020,61000,61000,002,1700,1034500
18/08/2020,60990,60990,-002,1,6099
17/08/2020,61000,61000,000,100,61000
13/08/2020,61000,61000,000,0,0
12/08/2020,61000,61000,000,0,0
11/08/2020,61000,61000,-193,4151,2528244
10/08/2020,62200,62200,000,0,0
07/08/2020,62200,62200,349,250,151048
06/08/2020,60100,60100,-066,8434,5062916
05/08/2020,60500,60500,017,9,5445
04/08/2020,60400,60400,-397,5000,3020000
03/08/2020,62900,62900,397,2,1258
29/07/2020,60500,60500,000,0,0
28/07/2020,60500,60500,168,1403,848044
27/07/2020,59500,59500,085,2160,1279490
24/07/2020,59000,59000,085,13360,78164222
23/07/2020,58500,58500,245,2145,1254575
22/07/2020,57100,57100,-322,8,46045
21/07/2020,59000,59000,000,0,0
20/07/2020,59000,59000,051,17,10030
17/07/2020,58700,58700,298,859,501415
16/07/2020,57000,57000,-256,203,1157697
15/07/2020,58500,58500,247,1010,580850
14/07/2020,57090,57090,195,6073,34660727
13/07/2020,56000,56000,182,13461,7498160
10/07/2020,55000,55000,000,0,0
09/07/2020,55000,55000,-349,12015,6608260
08/07/2020,56990,56990,362,4,22796
07/07/2020,55000,55000,-090,15000,8250010
06/07/2020,55500,55500,-054,5000,2775060
03/07/2020,55800,55800,000,0,0
02/07/2020,55800,55800,000,4762,2657196
01/07/2020,55800,55800,000,110,61380
30/06/2020,55800,55800,-036,29,16182
29/06/2020,56000,56000,000,18382,10293920
26/06/2020,56000,56000,-345,565,316900
25/06/2020,58000,58000,000,0,0
24/06/2020,58000,58000,000,5,2900
23/06/2020,58000,58000,000,75,43700
22/06/2020,58000,58000,000,0,0
19/06/2020,58000,58000,000,0,0
18/06/2020,58000,58000,-214,5652,32853686
17/06/2020,59270,59270,398,678,4015006
16/06/2020,57000,57000,000,0,0
15/06/2020,57000,57000,000,0,0
12/06/2020,57000,57000,000,1289,7350564
11/06/2020,57000,57000,-035,6603,37768253
10/06/2020,57200,57200,000,0,0
09/06/2020,57200,57200,035,7585,4340035
08/06/2020,57000,57000,000,0,0
05/06/2020,57000,57000,151,466,2690214
04/06/2020,56150,56150,000,0,0
03/06/2020,56150,56150,398,82,46043
02/06/2020,54000,54000,150,97,51704
01/06/2020,53200,53200,000,0,0
29/05/2020,53200,53200,-327,2022,10771526
28/05/2020,55000,55000,-090,222,122313
27/05/2020,55500,55500,-116,3,1665
26/05/2020,56150,56150,000,0,0
22/05/2020,56150,56150,398,29,16176
21/05/2020,54000,54000,000,1500,810000
20/05/2020,54000,54000,000,0,0
19/05/2020,54000,54000,-193,2970,1603808
18/05/2020,55060,55060,000,0,0
15/05/2020,55060,55060,-398,1282,7064908
14/05/2020,57340,57340,000,0,0
13/05/2020,57340,57340,000,0,0
12/05/2020,57340,57340,-198,173,991982
11/05/2020,58500,58500,000,0,0
08/05/2020,58500,58500,000,20,11700
07/05/2020,58500,58500,000,0,0
06/05/2020,58500,58500,086,2429,1407890
05/05/2020,58000,58000,-154,10,5800
04/05/2020,58910,58910,000,0,0
30/04/2020,58910,58910,395,2,11782
29/04/2020,56670,56670,398,120,680035
28/04/2020,54500,54500,000,0,0
27/04/2020,54500,54500,185,5,2725
24/04/2020,53510,53510,021,416,2226016
23/04/2020,53400,53400,000,0,0
22/04/2020,53400,53400,000,1361,7273736
21/04/2020,53400,53400,000,100,53350
20/04/2020,53400,53400,269,250,133500
17/04/2020,52000,52000,-280,6157,32136275
16/04/2020,53500,53500,-219,205,109675
15/04/2020,54700,54700,000,0,0
14/04/2020,54700,54700,186,1489,814483
13/04/2020,53700,53700,006,150,80550
10/04/2020,53670,53670,-399,7913,42469071
09/04/2020,55900,55900,000,0,0
08/04/2020,55900,55900,396,45,238834
