date,closing,adjusted,evolution,quantity,volume
29/05/2020,21400,21400,190,145226,3062753665
28/05/2020,21000,21000,000,141210,2969322425
27/05/2020,21000,21000,244,70222,146672243
26/05/2020,20500,20500,099,24564,5024913
22/05/2020,20300,20300,050,17663,35819552
21/05/2020,20200,20200,151,408,824499
20/05/2020,19900,19900,051,28053,558312185
19/05/2020,19800,19800,035,22634,44803303
18/05/2020,19730,19730,223,18843,37153277
15/05/2020,19300,19300,-103,68328,131959618
14/05/2020,19500,19500,263,264,51528
13/05/2020,19000,19000,-256,2744,52404985
12/05/2020,19500,19500,-102,28054,54864088
11/05/2020,19700,19700,041,14018,27673885
08/05/2020,19620,19620,-385,27100,539678925
07/05/2020,20405,20405,000,0,0
06/05/2020,20405,20405,101,9606,196060595
05/05/2020,20200,20200,100,33886,688148615
04/05/2020,20000,20000,-196,15304,308803225
30/04/2020,20400,20400,192,30452,62341744
29/04/2020,20015,20015,008,7362,147382115
28/04/2020,20000,20000,101,106120,21223994
27/04/2020,19800,19800,102,17299,34266579
24/04/2020,19600,19600,051,12362,242548315
23/04/2020,19500,19500,-003,18292,356702925
22/04/2020,19505,19505,-005,1206,23582555
21/04/2020,19515,19515,-144,21313,419340385
20/04/2020,19800,19800,-048,11903,23583666
17/04/2020,19895,19895,-053,13957,27861689
16/04/2020,20000,20000,-148,28147,56316325
15/04/2020,20300,20300,-193,8040,1679857
14/04/2020,20700,20700,061,695,144090
13/04/2020,20575,20575,196,121,2489545
10/04/2020,20180,20180,141,42054,848688415
09/04/2020,19900,19900,-100,8061,161681215
08/04/2020,20100,20100,065,55139,110277503
07/04/2020,19970,19970,-399,45763,917866265
06/04/2020,20800,20800,-095,405,85002
03/04/2020,21000,21000,-233,54353,11550212
02/04/2020,21500,21500,000,33110,7113451
01/04/2020,21500,21500,-046,12759,27548605
31/03/2020,21600,21600,-046,24545,538135165
30/03/2020,21700,21700,000,21257,461148375
27/03/2020,21700,21700,009,81208,1745423245
26/03/2020,21680,21680,-009,46104,101039075
25/03/2020,21700,21700,-398,179888,400844789
24/03/2020,22600,22600,089,140135,320599835
23/03/2020,22400,22400,399,11966,2680384
20/03/2020,21540,21540,398,81492,1732168335
19/03/2020,20715,20715,399,176723,345797297
18/03/2020,19920,19920,-398,47156,93990467
17/03/2020,20745,20745,-398,53464,111086517
16/03/2020,21605,21605,-998,63884,1422911625
13/03/2020,24000,24000,000,110469,2617070425
12/03/2020,24000,24000,-767,65683,158290653
11/03/2020,25995,25995,-002,16055,41891745
10/03/2020,26000,26000,744,25168,651891685
09/03/2020,24200,24200,-833,102293,246428483
06/03/2020,26400,26400,-219,62225,16443400
05/03/2020,26990,26990,147,46378,123331159
04/03/2020,26600,26600,-037,25405,67619272
03/03/2020,26700,26700,-115,31367,840132275
02/03/2020,27010,27010,-033,2449,6614749
28/02/2020,27100,27100,-071,118649,3221908295
27/02/2020,27295,27295,100,40,10918
26/02/2020,27025,27025,-028,570,1540425
25/02/2020,27100,27100,000,0,0
24/02/2020,27100,27100,-145,7688,20813368
21/02/2020,27500,27500,142,492697,1344693935
20/02/2020,27115,27115,006,6577,178329465
19/02/2020,27100,27100,-104,8026,2171299
18/02/2020,27385,27385,-024,15798,4312580
17/02/2020,27450,27450,018,3065,8413433
14/02/2020,27400,27400,074,45953,125649126
13/02/2020,27200,27200,068,1020,2773135
12/02/2020,27015,27015,002,18330,49539274
11/02/2020,27010,27010,-124,856,2312056
10/02/2020,27350,27350,-015,250,68375
07/02/2020,27390,27390,100,42070,1139057125
06/02/2020,27120,27120,002,2507,6797944
05/02/2020,27115,27115,-102,1000,271150
04/02/2020,27395,27395,135,10434,28330329
03/02/2020,27030,27030,-149,862,2330905
31/01/2020,27440,27440,033,7919,2168453
30/01/2020,27350,27350,-018,5800,1586150
29/01/2020,27400,27400,-018,27875,76364418
28/01/2020,27450,27450,000,5745,15769925
27/01/2020,27450,27450,-087,17909,4925672
24/01/2020,27690,27690,033,82651,228562359
23/01/2020,27600,27600,-034,1145,316305
22/01/2020,27695,27695,016,51312,1418905835
21/01/2020,27650,27650,034,9308,25708199
20/01/2020,27555,27555,-052,18310,505715485
17/01/2020,27700,27700,038,182478,5043468805
16/01/2020,27595,27595,071,106665,2932746715
15/01/2020,27400,27400,000,7926,2171724
14/01/2020,27400,27400,044,21978,602851165
13/01/2020,27280,27280,-116,601,1640534
10/01/2020,27600,27600,-004,21607,5955302
09/01/2020,27610,27610,077,79547,219694526
08/01/2020,27400,27400,-038,19649,542718595
07/01/2020,27505,27505,-070,31615,866934635
06/01/2020,27700,27700,000,6643,18396113
03/01/2020,27700,27700,004,99634,2759857655
02/01/2020,27690,27690,-022,73947,204621132
