date,closing,adjusted,evolution,quantity,volume
02/08/2021,28000,28000,054,1218,3406095
29/07/2021,27850,27850,-054,164,45617
28/07/2021,28000,28000,000,0,0
27/07/2021,28000,28000,145,201,5628385
26/07/2021,27600,27600,-275,175,487155
23/07/2021,28380,28380,172,152,431376
20/07/2021,27900,27900,-036,731,203949
19/07/2021,28000,28000,068,1900,530446
16/07/2021,27810,27810,-103,2931,8231177
15/07/2021,28100,28100,-310,84,23684
14/07/2021,29000,29000,271,3618,1038815
13/07/2021,28235,28235,400,1610,4495454
12/07/2021,27150,27150,018,20001,54313358
09/07/2021,27100,27100,-250,254,69834
08/07/2021,27795,27795,034,2449,6734034
07/07/2021,27700,27700,375,22,6094
06/07/2021,27500,27500,036,2100,577490
05/07/2021,27400,27400,-108,743,205781
02/07/2021,27700,27700,073,1021,282754
01/07/2021,27500,27500,036,5500,1512500
30/06/2021,27400,27400,-036,2395,658230
29/06/2021,27500,27500,-036,6800,1870000
28/06/2021,27600,27600,106,5,1380
25/06/2021,27310,27310,-069,16215,44568241
24/06/2021,27500,27500,070,16400,4510400
23/06/2021,27310,27310,-015,1510,412701
22/06/2021,27350,27350,016,388,106118
21/06/2021,27305,27305,-248,1703,4650255
18/06/2021,28000,28000,279,6592,182973195
17/06/2021,27240,27240,-004,21,56724
16/06/2021,27250,27250,000,16042,4371361
15/06/2021,27250,27250,017,13255,3611590
14/06/2021,27205,27205,-143,5328,14550335
11/06/2021,27600,27600,110,1,276
10/06/2021,27300,27300,070,400,109200
09/06/2021,27110,27110,-227,127,346043
08/06/2021,27740,27740,199,30,8322
07/06/2021,27200,27200,-109,50,13600
04/06/2021,27500,27500,-036,31562,87051184
03/06/2021,27600,27600,073,20788,57319787
02/06/2021,27400,27400,-107,12521,343079285
01/06/2021,27695,27695,036,1513,41901085
31/05/2021,27595,27595,-070,1316,3609429
28/05/2021,27790,27790,-004,20,5558
27/05/2021,27800,27800,-018,180,50040
26/05/2021,27850,27850,-050,89,2414455
25/05/2021,27990,27990,000,0,0
24/05/2021,27990,27990,034,1,2799
21/05/2021,27895,27895,107,2003,5587358
20/05/2021,27600,27600,-004,98,270235
19/05/2021,27610,27610,004,14023,3874859
18/05/2021,27600,27600,-108,293,807047
17/05/2021,27900,27900,295,4234,1157993
12/05/2021,27100,27100,000,310,83690
